sub,root,pre,entity,sub_adj,pre_adj 
组织,推荐,函,组织|装配式|钢结构|基地|函,空,组织|推荐|装配式|钢结构|生产|基地|的|函
空,发放,名单,2018年度|样本|企业|信息|费|名单,空,发放|2018年度|统计|监测|样本|企业|信息|采集|费|申领|名单
水平,考核,对象,年度|开发区|水平|对象|金额,开发区|综合|发展,2018|年度|水平|考核|评价|奖励|对象|和|金额
逆风,飞扬,空,福建|外贸|逆风,外贸,福建|逆风|飞扬
空,公示,空,福建省|制造业|单项|冠军|企业名单,空,福建省|第三|批|制造业|单项|冠军|企业名单|公示
经济,发展,项目,符合条件|2019年|福建省|数字|经济|专项资金|企业|项目,数字,公示|符合条件|的|2019年|福建省|经济|发展|专项资金|拟|扶持|企业|项目
职业技能,提升,行动,福建省|职业技能,福建省,职业技能|提升|行动
批,公示,机构,福建省|机构,第四,公示|福建省|批|拟|命名|省级|新型|研发|机构
空,征集,函,2019年|中国|人才|人才|项目|函,空,征集|2019年|中国|人才|创业|周海外|人才|与|项目|的|函
空,举办,大赛,中国|福建,空,举办|第八|届|中国|创新|创业|大赛|暨|第七|届|福建|创新|创业|大赛|决赛
专精,公布,名单,2019年|福建省|名单,空,公布|2019年|福建省|“|专精|特|新|”|中小企业|名单
政策,开展,行动,组织|基层|政策,八闽行|进|就业,组织|开展|“|稳|就业|——|四|基层|五|步|走|”|政策|宣传|专项|行动
空,公布,服务型,2019年|省|服务型|企业名单,空,公布|2019年|省|服务型|制造|示范|企业名单
发展,保障,意见,福建省|砂|规范|意见,规范,福建省|保障|建设|用|砂|发展|指导|意见
福建,开放,空,福建|老年,空,福建|老年|开放
空,做好,筹备工作,筹备工作,空,做好|第|126|届|广交会|参展|筹备工作
专项资金,促进,情况,2018年|服务业|专项资金|情况,空,2018年|省级|促进|商贸|服务业|发展|专项资金|拟|补助|情况
专精,认定,名单,2019年|福建省|名单,空,拟|认定|2019年|福建省|“|专精|特|新|”|中小企业|名单
空,做好,公告,商业|保理|企业|信息|数据|公告,空,做好|融资|租赁|和|商业|保理|企业|信息|系统|注册|及|数据|报送|工作|的|公告
空,任务,空,2019年|厅|政务|任务,空,2019年|厅|政务|公开|工作|主要|任务
空,名单,技术,年度|技术|机构|名单,空,2019|年度|技术|转移|服务|机构|拟|补助|名单
空,公布,名单,福建省|工业|中心|名单,空,公布|第七|批|福建省|省级|工业|设计|中心|名单
空,结果,奖,年度|福建省|科学技术|奖|结果,空,2018|年度|福建省|科学技术|奖|评审|结果
农机,发布,范围,福建省|2018-2020年|农机|机具|种类|范围|补贴额|一览表,福建省|2018-2020年,发布|农机|购置|补贴|机具|种类|范围|及|补贴额|一览表
空,加快,措施,水产|养殖业|绿色|措施,空,加快|水产|养殖业|绿色|发展|十三|条|措施
省级,创业,公示,2019年|毕业生|项目|名单,空,2019年|大中专|毕业生|创业|省级|拟|资助|项目|名单|公示
空,进行,调整,省|市|公安|行政|公共服务|事项|目录,空,对|省|、|市|、|县级|公安|行政|审批|和|公共服务|事项|通用|目录|进行|调整
空,举办,大赛,2019年|福建省|工业|系统|信息,空,举办|2019年|福建省|第二|届|工业|控制|系统|信息|安全|攻防|大赛
工程项目,开展,工作,工业|互联网|工程项目,十百千万,开展|工业|互联网|“|”|工程项目|推荐|工作
空,举办,半决赛,福建|半决赛,空,举办|第七|届|福建|创新|创业|大赛|半决赛
工作者 投身,弘扬,意见,科学家 精神 鼓励|科技|工作者 投身|意见,广大|科技,进一步|弘扬|科学家 精神 鼓励|和|支持|工作者 投身|创新|创业|创造|的|意见
系统,开展,方案,全省|系统|民营企业|方案,信,全省|工|系统|开展|精准|服务|民营企业|专项|行动|方案
孵化器,新增,办法,福建省|科技|企业|孵化器|用房|办法,企业,福建省|科技|孵化器|新增|孵化|用房|补助|办法
2019 年“二元制,启动,空,我省|2019 年“二元制,空,我省|启动|2019 年“二元制|招考|”
空,办法,空,福建省|科技|计划|项目|办法,空,福建省|科技|计划|项目|管理|办法
空,办法,经费,福建|科技|计划|项目|经费|办法,空,福建|省级|科技|计划|项目|经费|管理|办法
工业,公布,企业名单,年度|工业|企业名单,年度|成长,公布|2019|工业|和|信息化|高|培育|企业名单
孵化器,推荐,公示,年度|科技|企业|孵化器|对象,年度|企业,2019|国家级|科技|孵化器|拟|推荐|对象|公示
空,加快,职业教育,现代|职业教育,空,加快|发展|现代|职业教育
空,下达,专项资金,2019年|设施|农业|特色|现代农业|专项资金,空,下达|2019年|设施|农业|等|特色|现代农业|专项资金
空,包,空,2019年|工程|包,空,2019年|投资|工程|包
环保,禁止,一刀切,生态,生态,坚决|禁止|环保|“|一刀切|”
企业,征集,企业,2019年|福建省|企业|企业,2019年|福建省|管理|活动,征集|企业|咨询|诊断|企业
政府职能,推进,要点,2019年|全省|政府职能|要点,空,2019年|全省|推进|政府职能|转变|深化|“|放管|服|”|改革|工作|要点
组织,参加,活动,组织|2019年|香港|美食|博览会|闽菜|香江,空,组织|参加|2019年|香港|美食|博览会|“|闽菜|香江|行|”|活动
组织,推荐,基地,组织|年度|国家|产业|基地,空,组织|推荐|2019|年度|国家|新型|工业化|产业|示范|基地
空,工作,空,福建省|外资|用品,空,福建省|外资|研发中心|采购|进口|用品|免税|有关|工作
空,促进,措施,政务|新媒体|七条|措施,空,促进|政务|新媒体|健康|有序|发展|七条|措施
空,办法,经费,福建|科技|计划|项目|经费|办法,空,福建|省级|科技|计划|项目|经费|管理|办法
财政资金,补助,办法,福建省|机构|财政资金|科研|仪器设备|软件|后|专项 资金|办法,机构|非,福建省|省级|新型|研发|财政资金|购买|科研|仪器设备|软件|后|补助|专项 资金|管理|办法
项目,管理,实施细则,福建省|科技成果|项目|实施细则,科技成果|购买|补助,福建省|项目|管理|实施细则
福建省,优化,研究,福建省|工业|用电|措施|路径,空,福建省|优化|工业|用电|分析|与|激励|措施|路径|研究
福建省,实施,意见,福建省|工程建设|项目|意见,空,福建省|自然资源厅|关于|推进|工程建设|项目|并联|审批|的|实施|意见
空,落实,政策,农机|政策,空,进一步|落实|农机|购置|补贴|政策
空,认定,中心,2019年|省|企业|技术|中心,空,认定|2019年|第二|十六|批|省|企业|技术|中心
中小企业,开展,审计工作,2019年|福建省|现场|审计工作,福建省|新,开展|2019年|“|专精|特|”|中小企业|认定|现场|专项|审计工作
中国亚太经合组织,征集,基金项目,年度|中国亚太经合|年度|中国亚太经合组织|基金项目,空,征集|2020|年度|中国亚太经合|关于|征集|2020|年度|中国亚太经合组织|合作|基金项目
空,制度,法制,福建省|全面推行|行政|制度|全过程|制度|决定|法制|制度,空,福建省|全面推行|行政|执法|公示|制度|执法|全过程|记录|制度|重大|执法|决定|法制|审核|制度
工业,培育,企业名单,年度|福建省|工业|企业名单,福建省|成长,2019|年度|工业|和|信息化|高|培育|企业名单
民办教育,收费,实施细则,福建省|民办教育|实施细则,福建省,民办教育|收费|管理|实施细则
创意,推进,措施,文化|创意|产业|措施,文化|服务,推进|创意|和|设计|与|相关|产业|融合|发展|八|条|措施
公司,推进,试点,国有资本|公司,国有资本|投资,推进|、|运营|公司|改革|试点
空,实施方案,新机制,区域|新机制|实施方案,空,关于|建立|更加|有效|的|区域|协调|发展|新机制|的|实施方案
经济,实施方案,发展,邮轮|经济|实施方案,邮轮,关于|促进|经济|发展|的|实施方案
空,研究,制度,福建省|生产者|责任|制度,空,福建省|生产者|责任|延伸|制度|研究
审计工作,认定,公告,2019年|福建省|现场|审计工作|公告,专项,2019年|福建省|“|专精|特|新|”|中小企业|认定|现场|审计工作|招标|的|公告
空,营造,环境,环境,空,营造|有利于|创新|创业|创造|良好|发展|环境
福建省,开展,改革,福建省|工程建设|项目|制度,空,福建省|全面|开展|工程建设|项目|审批|制度|改革
空,促进,意见,服务业|意见,空,促进|护理|服务业|改革|与|发展|实施|意见
空,促进,意见,服务业|意见,空,促进|护理|服务业|改革|与|发展|实施|意见
产学研,征集,需求,2020年|重点|产业|重大项目|需求,产业,征集|2020年|重点|产学研|协同|创新|重大项目|需求
空,要点,空,2019年|福建省|要点,空,2019年|福建省|装配式|建筑|工作|要点
施工图,关于,若干意见,施工图|效率|若干意见,空,关于|提升|施工图|审查|效率|的|若干意见
组织,推荐,中心,组织|2019年|一季度|福建省|企业|技术|中心,空,组织|推荐|2019年|一季度|福建省|企业|技术|中心
福建省,既有,导,福建省|幼儿园|技术,空,福建省|既有|建筑|改造|为|幼儿园|技术|导|则
空,要点,技术,福建省|房屋建筑|工程|施工图|文件|技术|要点,空,福建省|房屋建筑|工程|施工图|设计|文件|消防|技术|审查|要点
空,加快,机械化,农业|农机|装备|产业,空,加快|推进|农业|机械化|和|农机|装备|产业|转型|升级
分类管理,改革,空,民办教育|分类管理,民办教育,分类管理|改革
组织,申报,平台,组织|年度|国家|公共服务|平台,空,组织|申报|2019|年度|国家|中小企业|公共服务|示范|平台
龙头企业,发布,名单,2019年|福建省|工业|龙头企业|名单,工业,2019年|福建省|和|信息化|省级|龙头企业|拟|发布|名单
高质量,措施,发展,医药产业|高质量|措施,医药产业,促进|高质量|发展|的|六|条|措施
企业,组织,项目,年度|企业|卫星|项目,年度,组织|实施|2019|企业|申报|卫星|应用|产业化|项目
民营企业,发展,暂行办法,福建省银行|机构|民营企业|暂行办法,机构|服务,福建省银行|民营企业|发展|激励|评价|暂行办法
组织,申报,项目,组织|2019年|福建省|数字|经济|专项资金|平台|经济|项目,空,组织|申报|2019年|福建省|数字|经济|发展|专项资金|平台|经济|项目
空,开展,工作,2019年度|绿色|商场|项目,空,开展|2019年度|“|绿色|商场|”|项目|申报|工作
空,意见,部门,市场监管|领域|全面推行|部门|意见,空,在|市场监管|领域|全面推行|“|双|随机|、|一|公开|”|跨|部门|联合|监管|的|意见
产业,通知,措施,军民|产业|措施|通知,融合,关于|加快|推动|军民|产业|发展|十一|条|措施|的|通知
组织,开展,工作,组织|年度|高新技术|企业,空,组织|开展|2019|年度|省级|高新技术|企业|备案|工作
福建省,加快,措施,福建省|丝路|电商|措施,空,福建省|加快|推进|丝路|电商|发展|十一|条|措施
空,函,项目,第十七届|科技|平台|项目|函,空,征集|第十七届|“|6·18|”|科技|创新|平台|参展|项目|的|函
空,函,项目,第十七届|科技|特派员|成果|项目|函,空,征集|第十七届|“|6|?|18|”|科技|特派员|创新|成果|参展|项目|的|函
服务型,申报,平台,组织|省|服务型|公共服务|平台,省,组织|申报|第四|批|服务型|制造|公共服务|平台
人,开展,工作,年度|省|人|计划,外专|百,开展|2019|年度|省|“|人|计划|”|等|四|项|引智|计划|申报|工作
空,做好,工作,1+X证书|制度,空,做好|首批|1+X证书|制度|试点|申报|工作
空,举办,中国,福建|2019年|中国|福建省|区域,空,举办|第二|届|“|创响|福建|”|中小企业|创新|创业|大赛|暨|2019年|“|创客|中国|”|中小企业|创新|创业|大赛|福建省|区域|赛
民营企业,加大,工作,省工|信|厅|民营企业|力度|方面,空,省工|信|厅|进一步|加大|支持|民营企业|发展|力度|，|重点|抓|四|个|方面|工作
空,保险,空,福建省|产业|保险,空,福建省|产业|扶贫|保险
空,公布,名单,福建省|绿色|名单,空,公布|福建省|第一|批|绿色|制造|名单
空,做好,大赛,中国|福建,空,做好|第八|届|中国|创新|创业|大赛|暨|第七|届|福建|创新|创业|大赛|报名|工作
培训基地,开展,申报,2019年|高技能|人才|培训基地|技能大师工作室,人才|技能大师工作室,开展|2019年|国家级|高技能|培训基地|和|国家级|省级|申报|遴选|工作
