sentence,entity,compare,num 
648#（3）项目承担企业（或新建项目的控股投资方）2015年已缴税收（含政策性税收优惠及退税部分）在100万元以上,项目、企业、(新建)项目、(控股)投资方、2015年、税收、(政策性)税收、(退税)部分、以上,,3、100万元
648#补助标准,(补助)标准,,
648#根据资金盘子,(资金)盘子,,
648#在符合条件申报企业中,(符合条件申报)企业、中,,
648#根据专家评审意见进行综合排序,(专家评审)意见,,
648#优先支持年内投产的336产业类科技成果转化、战略性新兴产业、扩大先进产能等项目,(年)内、(投产的336产业)类、(336产业)类、科技成果、(转化、战略性新兴产业、扩大先进产能等)项目、(战略性)新兴产业、项目,,336产业类
648#按设备投资额的5%给予补助,(设备)投资额,,5%
648#单个企业补助金额不超过100万元（省、市两级不重复安排补助资金）,(单个)企业、金额、省、市、(补助)资金,,100万元
648#申报材料,申报材料,,
648#（1）莆田市企业技术改造设备投资补助申请表（附件1）,(1）莆田市企业技术改造设备投资补助)申请表、(莆田市)企业、申请表、附件,,1）莆田市企业技术改造设备投资补助申请表、1
648#（2）项目备案（审批或核准）文件复印件,项目、(文件)复印件,,2
648#（3）税务机关出具的2015年企业已缴税收证明材料,税务机关、(出具的2015年)企业、(2015年)企业、税收、材料,,3
648#（4）新建项目投资企业提交控股股权证明材料,(新建)项目、企业、(控股)股权、材料,,4
648#（5）购置主要设备发票复印件（需发票汇总表）,(主要)设备、复印件、(发票)汇总表,,5
648#（6）企业法人营业执照复印件,(6）企业法人营业执照)复印件、(企业法人)营业执照、复印件,,6）企业法人营业执照复印件
648#鞋业企业“机器换工”补助申报条件,(鞋业)企业、机器、(换工”)补助、(补助申报)条件,,
648#（1）已列入我市规模以上工业企业统计范围的鞋业制造业企业,(我市)规模、(鞋业)制造业、企业,,1
648#注册地在莆田市,注册地、莆田市,,
648#具有独立企业法人资格,(独立)企业、法人资格,,
648#（2）自2015年11月10日起,2015年11月10日、起,,2
648#购买相关智能化、自动化设备投资额200万元及以上,(相关智能化、自动化)设备、(设备)投资额、以上,,200万元
648#或购买信息化系统软件及相关设备投资额200万元及以上,(信息化)系统、(相关)设备、投资额、以上,,200万元
648#补助标准,(补助)标准,,
648#按项目投资额给予10%补助,(项目)投资额,,10%补助
648#单个企业补助金额最高不超过100万元（已获2016年省级企业技术改造专项切块资金的项目不予重复享受,(单个)企业、金额、(2016年省级企业技术改造专项切块)资金、项目,,100万元
648#市级鞋业龙头标杆企业除外）,(市级鞋业龙头标杆)企业,,
648#申报材料,申报材料,,
648#（1）莆田市鞋业企业“机器换工”项目补助申请表（附件2）,(1）莆田市鞋业企业“机器换工”项目补助)申请表、(莆田市鞋业)企业、机器、(换工”)项目、(项目补助)申请表、附件,,1）莆田市鞋业企业“机器换工”项目补助申请表、2
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）购置设备（或软件）清单、发票（复印件及汇总表）,(3）购置)设备、(购置)设备、软件、清单、发票、复印件、汇总表,,3）购置设备
648#举办“手拉手”活动补助申报条件,(活动)补助、(申报)条件,,
648#市内行业协会、龙头企业举办产品推介、展览展销、供需对接、协作配套对接等各种“手拉手”活动,(市内行业)协会、龙头企业、产品推介、供需,,
648#方案在活动举办前报市经信委备案,方案、(举办)前、市经信委,,
648#活动未获得省级财政资金补助,(省级)财政资金、补助,,
648#补助标准,(补助)标准,,
648#（1）举办产品推介、展览展销等活动,产品推介,,1）举办产品推介、展览展销等活动
648#单场活动时间持续5天及以上,单场、时间、以上,,5天
"648#活动费用超过150万元的予以一次性30万元补助,活动费用100万元至150万元的予以一次性20万元补助,活动费用50万元至100万元的予以一次性10万元补助",(活动)费用、(活动)费用、(活动)费用、(一次性10万元)补助,,150万元、30万元、、150万元的予以一次性30万元、、50万元的予以一次性30万元、、
648#单场活动持续时间5天以内,单场、以内,,5天
648#活动费用超过50万元的予以一次性10万元补助,(活动)费用、(一次性10万元)补助,,50万元、10万元
648#（2）举办供需对接、协作配套等活动,供需,,2
648#参加活动的本市制造业企业达30家及以上的,(参加活动的本市制造业)企业、(本市制造业)企业、以上,,30家
648#单场活动予以一次性5万元补助,单场、(一次性5万元)补助,,5万元
648#申报材料,申报材料,,
648#（1）莆田市举办“手拉手”活动补助申请表（附件3）,莆田市、(活动补助)申请表、附件,,1、3
648#（2）活动主办单位企业法人营业执照或社团法人证（复印件）,(主办单位)企业、执照、(社团)法人证、复印件,,2
648#（3）活动方案及报告文件,(3）活动)方案、(活动)方案、报告文件,,3）活动方案
648#（4）举办产品推介、展览展销等活动的,产品推介,,4）举办产品推介、展览展销等活动
648#需提供活动现场全景照片与主席台（或组委会）照片各1张,(活动)现场、照片、主席台、组委会、照片,,1张
648#举办供需对接、协作配套等活动的,供需,,
648#需提供参会企业代表签到单及其联系方式、活动现场全景照片与主席台（或组委会）照片各1张,(参会)企业、代表、联系方式、(活动)现场、照片、主席台、组委会、照片,,1张
648#（5）活动相关费用发票（复印件及汇总表）,(5）活动相关费用)发票、(活动相关费用)发票、复印件、汇总表,,5）活动相关费用发票
648#采购地产消费品奖励申报条件,(地产)消费品、(申报)条件,,
"648#（1）已列入我市规模以上工业企业统计范围的企业,注册地在莆田市",(我市)规模、企业、注册地、莆田市,,1
648#具有独立企业法人资格,(独立)企业、法人资格,,
648#（2）2016年1月1日起向本市制造业企业直接采购鞋类、服装、食品、日用品等消费品金额（按企业已付货款金额）达50万元以上的,2016年1月1日、起、(本市制造业)企业、(鞋类、服装、食品、日用品等)消费品、(消费品)金额、企业、(付货款)金额,,2、50万元以上
648#奖励标准,标准,,
648#按采购额（已付货款金额）2%给予奖励,采购额、(已付货款)金额,,2%
648#单个企业奖励不超过10万元,(单个)企业,,10万元
648#申报材料,申报材料,,
648#（1）莆田市企业采购地产消费品奖励申请表（附件4）,(1）莆田市企业采购地产消费品奖励)申请表、(莆田市)企业、(采购地产消费品奖励)申请表、(奖励)申请表、附件,,1）莆田市企业采购地产消费品奖励申请表、4
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）企业采购合同（复印件）,(3）企业采购)合同、(企业采购)合同、复印件,,3）企业采购合同
648#（4）企业支付货款发票（复印件及汇总表）,企业、(货款)发票、复印件、汇总表,,4
648#工业设计大赛奖励申报条件,工业、(申报)条件,,
648#2015年度参加德国红点、IF、美国IDEA、日本优良设计、中国设计红星奖等具有国际影响力的国家级工业设计大赛和福建省“海峡杯”工业设计大赛并获得奖项的在我市工商注册登记、具有独立法人企业,(2015)年度、红点、IF、美国、日本、中国、红星奖、影响力、工业、福建省、(海峡杯”)工业、奖项、工商、(独立法人)企业,,2015年度
648#奖励标准,标准,,
648#（1）对获得国家级奖项的给予50万元奖励,(国家级)奖项,,1、50万元
648#（2）对获得省级奖项的给予10万元奖励,(省级)奖项,,2、10万元
648#申报材料,申报材料,,
648#（1）莆田市工业设计大赛奖励项目资金申请表（附件5）,(莆田市)工业、(项目)资金、申请表、附件,,1、5
648#（2）企业法人营业执照（复印件）,(企业)法人、执照、复印件,,2
648#（3）企业获奖证书（或文件）复印件,(3）企业获奖)证书、(企业获奖)证书、文件、复印件,,3）企业获奖证书
651#申报要求,(申报)要求,,
651#省级技术创新项目,(省级技术创新)项目,,
